Identificador de la vivienda,Mujer,Edad,Tamaño de localidad,Agua de la red pública,Confianza con la salud,Continuidad en el suministro,Agua para beber,Alimentos descongelados,Energía para cocinar,Recolección de basura,Separación de basura,Número de vehículos,Elección de productos de limpieza,Elección de alimentos,Especificación de alimentos,Menos empaques,Reusar empaques,Gasto de gasolina,Fenómeno climático,Cultivos
1101038088,1,49,1,1,2,2,1,2,3,1,2,1,1,2, ,3,3,3,2, 
1101533037,1,22,1,1,3,2,1,2,3,1,2,0,5,2, ,3,3,3,2, 
1101897160,1,40,1,1,2,3,2,2,3,1,1,2,1,2, ,3,3,3,2, 
1104433058,1,61,1,1,2,3,1,2,3,1,2,1,5,2, ,3,3,3,2, 
1104707104,1,36,1,1,2,3,1,2,3,1,2,2,1,2, ,3,3,3,2, 
1104828102,1,47,1,1,3,3,1,1,3,1,2,0,5,2, ,3,3,3,2, 
1106232045,1,48,2,1,1,3,1,1,3,2,1,2,4,2, ,3,3,3,2, 
1106595004,1,19,2,1,3,3,1,2,3,1,2,1,4,2, ,3,3,1,2, 
1106595179,1,21,2,1,3,3,2,2,3,1,1,0,4,2, ,3,3,3,2, 
1106595201,1,34,2,1,3,3,2,1,7,1,1,0,1,2, ,3,3,3,2, 
1106769138,1,54,2,1,3,1,1,2,3,1,1,2,1,2, ,3,3,3,2, 
1107572012,1,59,2,1,2,2,1,1,3,1,2,0,1,2, ,3,3,3,2, 
1107572023,1,76,2,1,3,3,1,2,3,1,2,0,5,2, ,3,3,3,2, 
1107650046,1,24,2,1,2,3,2,1,3,2,1,0,5,2, ,3,3,3,2, 
1108161177,1,62,3,1,3,3,1,2,3,1,1,0,1,2, ,3,3,3,2, 
1108222029,1,46,3,1,1,1,2,2,3,1,1,0,5,2, ,3,3,3,2, 
761750003,1,31,4,1,3,2,4,2,1,1,1,0,1,2, ,3,3,3,1,1
761750053,1,46,4,1,3,3,1,2,1,1,1,1,5,2, ,3,3,3,1,1
1160743007,1,35,4,1,2,2,1,1,3,1,2,2,2,2, ,3,3,3,2, 
761750143,1,47,4,1,2,1,2,2,1,3,2,0,5,2, ,3,3,3,1,1
1160778155,1,13,4,1,2,1,1,2,3,1,2,1,4,2, ,3,3,3,2, 
1161051114,1,40,4,1,3,3,2,2,3,1,1,1,4,2, ,3,3,3,2, 
1161320025,1,61,4, , , ,2,2,1,1,2,0,4,2, ,3,3,3,2, 
1161335105,1,41,4,1,3,1,1,2,3,1,2,1,1,2, ,3,3,3,2, 
1200069066,1,52,1,1,2,2,1,1,3,1,1,2,2,2, ,3,3,3,2, 
1200592055,1,34,1,1,2,1,1,2,3,1,1,1,5,2, ,3,3,3,2, 
1201011018,1,58,1,1,3,1,1,2,3,1,1,1,2,2, ,3,3,3,2, 
1201095082,1,72,1,1,2,1,1,1,3,1,1,2,4,2, ,3,3,2,2, 
1201312093,1,54,1,1,1,1,1,1,3,2,1,0,1,2, ,3,3,3,2, 
1201524114,1,46,1,1,1,2,1,2,3,1,1,0,4,2, ,3,3,3,2, 
1201573178,1,60,1,1,3,2,1,2,3,1,1,1,1,2, ,3,3,3,2, 
762437198,1,41,4,1,3,3,2,1,1,3,2,0,4,2, ,3,3,3,1,1
1202242226,1,35,1,1,2,2,1,1,3,3,1,1,5,2, ,3,3,3,2, 
1203304265,1,20,2,1,3,3,1,1,3,1,2,0,1,2, ,3,3,3,2, 
1203680107,1,47,3,1,3,3,1,1,1,1,2,0,4,2, ,3,3,3,2, 
1203680116,1,42,3,2, , ,1,2,3,1,1,1,4,2, ,3,3,3,2, 
1204130099,1,27,3,1,3,3,1,2,3,1,1,0,5,2, ,3,3,1,2, 
1204440309,1,9,3,1,2,1,1,2,3,1,2,0,5,2, ,3,3,3,2, 
1204440355,1,23,3,1,3,2,1,1,3,1,2,1,4,2, ,3,3,3,2, 
1260181133,1,30,4,1,2,2,1,2,3,1,1,0,5,2, ,3,3,3,2, 
1260181134,1,74,4,1,2,3,4,2,3,1,1,0,5,2, ,1,1,3,2, 
1260181135,1,71,4,1,3,2,1,2,1,1,1,0,1,2, ,3,3,3,2, 
903947022,1,61,1,1,3,2,1,2,3,1,1,0,5,2, ,3,3,3,1,2
904996007,1,23,1,1,2,3,1,2,3,1,1,1,1,2, ,3,3,3,1,2
908536032,1,61,1,1,1,1,1,1,3,1,1,0,1,2, ,3,3,3,1,2
1261081125,1,24,4,2, , ,1,2,3,3,1,0,5,2, ,2,3,3,2, 
916261012,1,39,1,1,1,3,1,2,3,1,1,1,1,2, ,3,3,3,1,2
918560045,1,60,1,1,2,2,1,1,3,1,1,1,1,2, ,3,3,3,1,2
1261670094,1,64,4,2, , ,4,2,1,1,2,0,5,2, ,3,3,3,2, 
1300444054,1,29,1,1,2,3,1,1,3,1,1,0,5,2, ,3,3,3,2, 
1300444098,1,14,1,1,2,3,1,1,3,1,1,0,1,2, ,3,3,3,2, 
1300796012,1,32,1,1,2,3,1,1,3,1,1,1,1,2, ,3,3,3,2, 
1300796129,1,25,1,1,3,2,1,2,3,1,2,0,3,2, ,3,3,3,2, 
1300865067,1,40,1,1,3,3,1,1,3,2,2,1,4,2, ,3,3,3,2, 
1301057050,1,38,1,1,2,3,1,1,3,1,2,1,5,2, ,3,3,3,2, 
1301342157,1,49,2,1,3,3,1,1,3,1,2,1,2,2, ,3,3,3,2, 
1301342250,1,50,2,1,2,2,1,1,3,1,2,1,4,2, ,3,3,3,2, 
1301401047,1,66,2,1,2,3,1,2,3,1,2,0,4,2, ,3,3,3,2, 
1301428082,1,37,2,1,3,3,1,2,3,1,2,0,4,2, ,3,3,3,2, 
1301528037,1,40,2,1,2,3,1,2,3,1,1,0,1,2, ,3,3,3,2, 
1301528126,1,59,2,1,3,3,2,2,3,1,1,0,6,2, ,3,3,1,2, 
1301528137,1,54,2,1,1,3,1,2,3,1,1,1,1,2, ,3,3,3,2, 
1301528161,1,28,2,1,2,3,1,2,3,1,1,0,4,2, ,3,3,3,2, 
1301528205,1,22,2,1,2,1,1,1,3,1,2,1,1,2, ,3,3,3,2, 
1301704163,1,26,2,1,3,3,1,2,3,1,1,0,1,2, ,3,3,3,2, 
1302042065,1,45,3,1,2,1,1,1,3,1,1,1,5,2, ,3,3,3,2, 
1001318002,1,53,1,1,2,3,1,1,3,1,1,1,5,2, ,3,3,2,1,2
1302082102,1,27,3,1,2,3,1,2,1,1,1,0,4,2, ,3,3,3,2, 
1302082124,1,58,3,1,2,3,1,1,3,1,1,1,5,2, ,3,3,3,2, 
1302232066,1,7,3,1,2,1,1,1,3,1,2,0,5,2, ,3,3,3,2, 
1302255108,1,54,3,1,2,3,1,1,3,1,2,1,5,2, ,3,2,3,2, 
1302526196,1,22,3,1,2,3,1,1,3,1,1,1,1,2, ,3,3,3,2, 
1302536108,1,54,3,1,2,2,1,2,3,1,1,1,5,2, ,3,3,1,2, 
1360168093,1,10,4,1,3,2,2,2,3,1,1,0,5,2, ,3,3,3,2, 
1060080059,1,24,4,1,1,1,2,1,3,3,1,0,5,2, ,3,3,3,1,2
1360780281,1,63,4,1,3,3,2,2,1,1,1,0,1,2, ,3,3,3,2, 
1060091257,1,71,4,1,2,1,1,2,3,1,2,2,5,2, ,3,1,3,1,1
1360900029,1,80,4,1,2,2,1,2,3,3,2,0,2,2, ,3,3,3,2, 
1360900222,1,27,4,1,1,3,1,2,3,1,2,1,4,2, ,3,3,3,2, 
1360955161,1,84,4,1,3,3,1,1,3,1,1,0,5,2, ,3,3,1,2, 
1361385118,1,53,4,1,3,2,1,1,3,1,1,0,1,2, ,3,3,3,2, 
1361385214,1,20,4,1,2,3,1,2,3,1,2,0,1,2, ,3,3,3,2, 
1361385276,1,36,4,1,9,2,1,1,3,1,1,1,4,2, ,3,3,2,2, 
1400574036,1,54,1,1,1,3,1,1,3,1,2,1,3,2, ,3,3,3,2, 
1400574091,1,13,1,1,3,3,1,1,3,1,2,0,2,2, ,3,3,3,2, 
1400697071,1,33,1,1,3,3,1,1,3,1,2,1,4,2, ,3,3,3,2, 
1401356099,1,61,1,1,1,3,1,2,3,1,2,2,4,2, ,3,3,1,2, 
1401465070,1,71,1,1,2,1,1,1,3,1,2,1,1,2, ,3,3,3,2, 
1401884075,1,37,1,1,2,3,1,1,3,1,1,2,5,2, ,3,3,3,2, 
1402029041,1,33,1,1,3,3,1,2,3,1,1,0,4,2, ,3,3,2,2, 
1402610055,1,47,1,1,3,2,1,1,3,1,2,1,4,2, ,3,3,3,2, 
1402610074,1,54,1,1,3,3,1,2,3,1,2,1,4,2, ,3,3,3,2, 
1402669005,1,16,1,1,2,3,1,2,3,1,2,1,5,2, ,3,1,3,2, 
1402808123,1,38,1,1,3,3,1,2,3,1,1,0,5,2, ,3,3,3,2, 
1403118049,1,70,1,1,1,3,1,2,3,1,2,3,1,2, ,3,3,3,2, 
1405455101,1,37,1,1,3,3,1,1,3,1,2,2,6,2, ,3,3,3,2, 
1405620051,1,34,1,1,3,2,1,2,3,1,2,1,4,2, ,3,3,3,2, 
1406053009,1,24,1,1,3,3,1,2,3,1,2,1,5,2, ,2,3,3,2, 
1060148103,1,34,4,1,2,1,2,1,1,3,1,1,6,2, ,3,3,3,1,1
1060148120,1,46,4,1,3,2,2,2,3,3,2,1,6,2, ,3,3,3,1,2
1407089074,1,44,1,1,2,1,1,2,3,1,2,1,5,2, ,3,3,3,2, 
1407303108,1,29,1,1,3,3,1,2,3,1,2,0,5,2, ,3,3,3,2, 
1407795042,1,64,1,1,3,1,1,1,3,1,2,1,6,2, ,3,3,3,2, 
1407795137,1,25,1,1,2,1,1,1,3,1,1,0,1,2, ,3,3,3,2, 
1410019199,1,51,2,1,2,3,1,2,3,1,1,3,1,2, ,3,3,3,2, 
1410019221,1,29,2,1,2,3,1,2,3,1,2,1,1,2, ,3,3,3,2, 
1411270031,1,26,2,1,2,1,1,1,3,1,1,1,5,2, ,3,3,3,2, 
1411270238,1,62,2,1,2,3,1,1,3,1,2,1,5,2, ,3,3,3,2, 
1411270250,1,36,2,1,3,3,1,1,3,1,1,1,5,2, ,3,3,3,2, 
1411810057,1,50,2,1,2,1,1,2,3,3,2,1,4,2, ,3,3,3,2, 
1412041129,1,58,2,1,3,3,1,1,3,1,2,1,1,2, ,1,1,3,2, 
1412401006,1,56,2,1,2,3,1,2,3,1,2,1,2,2, ,3,3,3,2, 
1412401102,1,54,2,1,2,2,1,1,3,1,2,2,3,2, ,3,3,3,2, 
1412809017,1,29,3,1,1,3,1,2,3,1,1,1,4,2, ,3,3,3,2, 
1412809067,1,35,3,1,3,3,1,2,3,1,2,1,1,2, ,3,3,3,2, 
1412809129,1,26,3,1,3,2,1,2,3,1,2,1,4,2, ,3,3,3,2, 
1412809136,1,12,3,1,3,3,1,1,3,1,2,1,5,2, ,3,3,1,2, 
1412809161,1,27,3,1,3,2,1,2,3,1,2,1,5,2, ,3,3,3,2, 
1103032061,1,55,1,1,2,3,1,1,3,1,1,2,4,2, ,3,3,3,1,2
1413016025,1,49,3,1,3,3,1,1,3,2,1,1,5,2, ,3,3,3,2, 
1413016183,1,80,3,1,1,3,1,2,3,1,2,1,4,2, ,3,3,2,2, 
1413016223,1,30,3,1,3,3,1,1,3,1,2,2,4,2, ,3,3,3,2, 
1413016257,1,75,3,1,1,2,1,1,3,1,1,2,6,2, ,3,3,1,2, 
1413016261,1,50,3,1,3,3,1,1,3,1,1,1,1,2, ,3,3,3,2, 
1460901006,1,30,4,1,3,3,1,2,3,1,1,0,2,2, ,3,3,3,2, 
1460901068,1,33,4,1,3,2,1,2,3,1,2,1,5,2, ,3,3,3,2, 
1500772012,1,80,1,1,3,3,1,1,3,1,1,1,1,2, ,3,3,3,2, 
1500772012,1,80,1, , , ,1,1,3,1,2,1,2,2, ,3,3,3,2, 
1506034108,1,33,1,1,3,2,1,2,3,1,1,0,2,2, ,3,3,3,2, 
1506594054,1,30,1,1,1,3,1,1,3,1,1,1,2,2, ,3,3,3,2, 
1506594121,1,32,1,1,1,1,1,2,3,1,2,1,5,2, ,3,2,3,2, 
1507772067,1,25,1,1,3,3,1,2,3,1,2,0,5,2, ,3,3,3,2, 
1508624017,1,50,1,1,2,2,1,2,3,1,2,1,2,2, ,3,3,3,2, 
1511273008,1,51,1,2, , ,1,2,3,1,2,0,5,2, ,3,3,3,2, 
1515904070,1,56,1,1,2,2,1,2,3,1,1,1,4,2, ,3,3,3,2, 
1516372099,1,40,1,1,1,3,1,1,4,1,2,1,4,2, ,3,3,3,2, 
1516372127,1,62,1,1,2,2,1,1,3,1,2,2,4,2, ,3,3,3,2, 
1518376116,1,60,1,1,1,1,1,2,4,1,2,1,4,2, ,3,3,3,2, 
1521371087,1,55,2,1,2,3,1,2,4,1,2,1,5,2, ,3,3,3,2, 
1522867055,1,40,2,1,2,3,1,2,3,2,1,1,1,2, ,3,3,3,2, 
1527006076,1,36,3,1,3,2,1,1,3,1,2,1,1,2, ,3,3,3,2, 
1527006229,1,60,3,1,2,1,2,1,3,1,1,0,5,2, ,3,3,3,2, 
1528024022,1,23,1,1,1,2,1,2,3,1,2,1,4,2, ,2,3,3,2, 
1528488098,1,65,1,1,2,2,1,2,3,1,2,1,5,2, ,3,3,3,2, 
1562168235,1,33,4,1,3,3,2,1,3,1,1,2,1,2, ,3,3,3,2, 
1600302052,1,18,1,1,1,1,1,2,3,1,1,0,2,2, ,3,3,3,2, 
1203304229,1,76,2,1,1,3,1,1,3,1,2,0,5,2, ,3,3,3,1,2
1600420083,1,19,1,1,3,2,1,2,3,1,2,0,2,2, ,3,3,3,2, 
1600420083,1,19,1, , , ,1,2,3,1,2,0,5,2, ,3,3,3,2, 
1600685005,1,21,1,1,3,3,1,1,3,1,2,0,5,2, ,2,3,2,2, 
1600685023,1,42,1,1,2,2,1,1,3,1,1,0,5,2, ,3,3,3,2, 
1600685040,1,40,1,1,3,3,1,1,3,1,2,1,5,2, ,3,3,3,2, 
1600685058,1,65,1,1,3,1,2,1,3,1,1,0,5,2, ,3,3,3,2, 
1600685080,1,44,1,2, , ,1,1,3,1,1,1,5,2, ,3,3,1,2, 
1600909034,1,50,1,1,2,3,2,1,3,1,1,1,5,2, ,3,3,3,2, 
1600909163,1,35,1,1,1,1,1,2,3,1,2,0,4,2, ,3,3,3,2, 
1600962017,1,75,1,1,2,3,1,2,3,1,2,1,4,2, ,3,3,3,2, 
1600962129,1,23,1,2, , ,1,2,7,1,2,1,3,2, ,3,3,3,2, 
1601359008,1,52,1,1,3,2,1,2,3,1,2,1,1,2, ,3,3,3,2, 
1601359014,1,22,1,1,1,1,1,2,3,1,1,0,2,2, ,3,3,3,2, 
1204532102,1,22,3,2, , ,1,2,1,1,1,0,5,2, ,3,3,3,1,2
1601769080,1,45,1,1,2,2,1,1,3,1,2,1,3,2, ,3,3,2,2, 
1601769099,1,40,1,1,3,3,2,1,3,1,2,0,4,2, ,3,3,3,2, 
1602233256,1,38,1,1,2,1,1,1,3,1,2,0,5,2, ,3,3,3,2, 
1602233304,1,58,1,1,3,2,1,2,3,1,1,0,1,2, ,3,3,3,2, 
1602575004,1,50,1,1,2,2,1,2,3,1,2,0,4,2, ,3,3,3,2, 
1204532268,1,43,3,2, , ,4,2,1,1,1,0,3,2, ,3,3,3,1,1
1602677067,1,30,1,1,3,3,1,2,3,1,2,1,4,2, ,3,3,3,2, 
1602779137,1,11,1,2, , ,1,1,3,1,2,0,5,2, ,3,3,3,2, 
1602946113,1,48,2,1,3,3,1,1,3,1,1,1,1,2, ,3,3,2,2, 
1603364022,1,80,2,1,2,3,1,2,3,1,2,0,1,2, ,2,3,3,2, 
1603364189,1,66,2,1,2,1,1,1,3,1,1,0,5,2, ,3,3,2,2, 
1603364204,1,55,2,1,3,1,1,1,3,1,2,0,4,2, ,3,3,3,2, 
1603364214,1,48,2,1,1,2,1,1,3,1,2,1,5,2, ,3,3,3,2, 
1603364248,1,54,2,1,1,1,1,1,3,1,1,0,4,2, ,3,3,2,2, 
1604005184,1,40,2,1,1,1,1,2,3,1,2,1,2,2, ,3,3,3,2, 
1604260018,1,56,2,1,1,2,1,1,3,1,2,0,5,2, ,3,3,2,2, 
1604260085,1,53,2,1,3,2,1,2,3,1,1,0,5,2, ,3,3,3,2, 
1604260128,1,76,2,1,2,2,1,1,3,1,2,0,5,2, ,2,1,2,2, 
1604260136,1,24,2,1,3,3,1,1,3,1,2,0,4,2, ,3,3,3,2, 
1604260175,1,17,2,1,3,3,1,1,3,1,2,0,5,2, ,3,3,2,2, 
1604260188,1,17,2,1,3,3,1,2,3,1,2,0,5,2, ,3,3,3,2, 
1604870041,1,53,3,1,1,2,1,1,3,1,2,0,3,2, ,3,3,2,2, 
1604870068,1,47,3,1,2,2,1,2,3,1,2,0,5,2, ,3,3,2,2, 
1604870154,1,37,3,1,3,1,1,1,3,1,1,0,6,2, ,3,3,2,2, 
1604870266,1,41,3,1,2,2,1,1,3,1,2,1,2,2, ,3,3,3,2, 
1604955172,1,43,3,1,3,3,2,2,3,1,2,1,3,2, ,3,3,3,2, 
1605624153,1,70,3,1,2,1,1,1,3,1,2,0,4,2, ,3,3,3,2, 
1605624163,1,40,3,1,2,2,1,1,3,1,2,0,5,2, ,3,3,3,2, 
1605818179,1,38,3,1,1,3,1,2,3,1,1,1,4,2, ,3,3,3,2, 
1605818443,1,38,3,1,3,2,1,1,3,1,2,0,5,2, ,3,3,3,2, 
1606053042,1,64,3,1,3,2,2,1,1,1,1,0,5,2, ,2,3,3,2, 
1606053088,1,42,3,1,2,3,1,2,3,1,2,1,4,2, ,3,3,3,2, 
1606053099,1,28,3,1,2,2,1,2,3,1,2,0,5,2, ,3,3,2,2, 
1606053137,1,44,3,1,2,1,1,2,3,1,2,1,4,2, ,3,3,3,2, 
1606053166,1,33,3,1,2,1,1,1,3,1,2,2,5,2, ,3,3,3,2, 
1606053231,1,29,3,1,3,3,1,2,3,1,2,1,4,2, ,3,3,3,2, 
1606053259,1,50,3,1,2,3,1,1,3,1,2,1,4,2, ,3,3,3,2, 
1660240119,1,57,4,1,3,3,1,1,3,1,2,1,5,2, ,3,3,3,2, 
1660240244,1,33,4,1,3,2,1,2,3,1,1,0,4,2, ,3,3,3,2, 
1660719020,1,40,4,1,2,3,1,1,3,1,2,2,4,2, ,3,3,3,2, 
1660728159,1,82,4,1,3,3,1,1,3,1,2,0,5,2, ,2,2,2,2, 
1660728216,1,68,4,1,3,1,2,1,3,1,1,1,5,2, ,3,3,2,2, 
1660728219,1,50,4,1,3,3,1,1,3,1,2,1,5,2, ,3,3,1,2, 
1661170009,1,70,4,1,3,2,1,1,3,1,1,1,4,2, ,3,3,3,2, 
1661170074,1,55,4,1,3,2,2,1,3,1,1,0,5,2, ,3,3,2,2, 
1661170086,1,9,4,1,2,2,1,1,1,1,2,0,4,2, ,3,3,2,2, 
1661170098,1,40,4,1,2,3,1,1,1,1,2,0,4,2, ,1,1,2,2, 
1661170109,1,72,4,1,2,2,1,1,3,1,2,1,5,2, ,3,3,3,2, 
1661170135,1,66,4,1,3,1,2,2,3,2,1,0,4,2, ,3,3,2,2, 
1661170148,1,58,4,1,2,3,2,1,3,1,1,1,5,2, ,3,3,3,2, 
1700563022,1,47,1,1,1,2,1,2,3,1,2,2,4,2, ,3,3,3,2, 
1700563148,1,76,1,1,3,2,1,2,3,1,2,1,4,2, ,3,1,3,2, 
1700594066,1,37,1,1,1,3,1,1,3,1,1,0,5,2, ,3,3,3,2, 
1700596017,1,47,1,1,3,2,1,2,3,1,2,0,4,2, ,3,3,3,2, 
1700839014,1,22,1,1,1,2,1,1,3,1,2,2,4,2, ,3,3,1,2, 
1701143047,1,64,1,1,2,3,2,1,3,1,1,0,4,2, ,3,3,3,2, 
1701193076,1,43,1,1,1,3,1,2,3,1,2,0,4,2, ,3,3,3,2, 
1701394310,1,50,1,1,1,1,1,2,3,1,1,2,5,2, ,3,3,3,2, 
1701498089,1,48,1,1,2,2,2,2,3,1,2,1,4,2, ,3,3,3,2, 
1701498122,1,32,1,1,2,2,1,2,3,1,2,0,4,2, ,3,3,3,2, 
1360168198,1,43,4,1,2,3,1,2,3,1,1,1,2,2, ,3,3,3,1,2
1360355059,1,26,4,1,2,1,1,2,1,1,1,0,5,2, ,3,3,3,1,2
1360355152,1,56,4,1,2,1,1,2,3,1,1,1,1,2, ,3,3,3,1,2
1702151020,1,38,2,1,3,3,1,1,3,1,1,1,1,2, ,3,3,3,2, 
1702179063,1,9,2,1,3,3,2,2,3,1,2,0,5,2, ,3,3,3,2, 
1702202019,1,48,2,1,3,3,1,2,3,1,1,0,4,2, ,3,3,3,2, 
1702350051,1,70,2,1,1,3,1,2,3,1,2,1,5,2, ,3,3,3,2, 
1702350187,1,52,2,1,3,2,1,2,3,1,1,0,4,2, ,3,3,3,2, 
1702411119,1,12,2,2, , ,1,1,3,1,1,0,4,2, ,3,3,3,2, 
1702492232,1,66,2,1,2,3,1,1,3,1,1,0,3,2, ,3,3,3,2, 
1360360218,1,42,4,1,1,2,1,2,3,1,1,1,5,2, ,3,3,3,1,2
1702898036,1,33,3,2, , ,1,2,3,1,1,1,6,2, ,3,3,3,2, 
1703066047,1,26,3,1,2,2,1,2,3,1,2,0,5,2, ,3,3,3,2, 
1703066190,1,46,3,1,3,2,1,2,3,1,2,0,5,2, ,3,3,3,2, 
1703247157,1,50,3,1,1,1,1,2,3,1,2,1,4,2, ,3,3,3,2, 
1703268043,1,43,3,1,2,2,1,1,3,1,1,1,1,2, ,3,3,3,2, 
1703478090,1,20,1,1,3,3,1,1,3,1,1,1,3,2, ,3,3,3,2, 
1760050009,1,43,4,1,2,2,1,2,3,1,1,1,2,2, ,3,3,3,2, 
1760050034,1,48,4,1,3,2,2,2,3,1,2,1,1,2, ,3,3,1,2, 
1760050108,1,46,4,2, , ,1,1,3,1,1,1,5,2, ,3,3,3,2, 
1360619146,1,39,4,1,1,2,2,2,1,3,1,0,5,2, ,3,3,3,1,2
1760431153,1,68,4,2, , ,1,2,3,3,2,0,1,2, ,3,3,3,2, 
1800211018,1,33,1,1,3,3,1,1,3,1,2,0,4,2, ,3,3,3,2, 
1800465121,1,61,1,1,2,3,1,2,3,1,1,1,4,2, ,3,3,3,2, 
1800465163,1,43,1,1,3,3,1,1,3,1,1,1,5,2, ,3,3,3,2, 
1800769074,1,29,1,1,3,1,1,1,3,1,1,0,4,2, ,3,3,3,2, 
1800793003,1,28,1,1,3,1,1,1,3,1,1,1,1,2, ,3,3,3,2, 
1800793031,1,22,1,1,2,1,1,1,3,1,2,0,4,2, ,3,3,3,2, 
1801135021,1,70,2,1,2,3,1,1,3,1,1,0,1,2, ,3,3,3,2, 
1801285040,1,65,2,1,1,3,1,1,3,1,1,1,3,2, ,3,3,3,2, 
1801544080,1,50,3,1,3,3,1,1,3,1,2,2,2,2, ,3,3,3,2, 
1406728111,1,53,1,1,1,3,1,2,3,1,2,1,5,2, ,3,3,3,1,2
1801741141,1,6,3,1,3,3,1,2,5,1,2,0,4,2, ,3,3,3,2, 
1860001113,1,76,4,1,2,2,1,1,3,1,2,1,5,2, ,3,3,1,2, 
1860051068,1,6,4,1,2,1,2,1,3,3,1,0,2,2, ,3,3,3,2, 
1407303038,1,39,1,1,2,3,1,2,3,1,1,1,5,2, ,3,3,3,1,2
1860131083,1,52,4,1,2,3,1,2,3,3,2,0,1,2, ,3,3,3,2, 
1412809025,1,33,3,1,3,3,1,1,3,1,2,1,4,2, ,3,1,3,1,2
1900302017,1,26,1,1,3,3,1,1,4,1,1,1,1,2, ,3,3,3,2, 
1900611079,1,64,1,1,3,3,1,1,4,1,2,0,5,2, ,3,3,3,2, 
1900761095,1,57,1,1,2,3,1,1,4,1,1,1,5,2, ,3,3,3,2, 
1901013151,1,24,1,1,3,3,2,1,4,1,1,0,1,2, ,3,3,3,2, 
1901096021,1,48,1,1,1,3,1,1,4,1,1,2,1,2, ,3,3,3,2, 
1901450122,1,41,1,1,3,3,2,1,4,1,1,1,1,2, ,3,3,3,2, 
1901652038,1,65,1,1,2,2,2,1,3,1,1,0,4,2, ,3,3,3,2, 
1902906078,1,57,1,1,3,3,2,1,4,1,1,0,1,2, ,3,3,3,2, 
1903349113,1,68,1,1,2,3,2,2,4,1,2,0,4,2, ,3,3,3,2, 
1903630047,1,23,1,1,2,3,1,2,3,1,2,1,2,2, ,3,3,3,2, 
1903689021,1,44,1,1,3,2,1,1,4,1,1,1,1,2, ,3,3,3,2, 
1903689066,1,34,1,1,3,3,1,2,3,1,1,1,1,2, ,3,3,3,2, 
1904532123,1,41,1,1,3,3,2,2,4,1,1,1,2,2, ,3,3,3,2, 
1905743009,1,62,1,1,3,3,1,1,4,1,2,2,5,2, ,3,3,3,2, 
1905752016,1,69,1,1,3,3,1,1,4,1,1,1,4,2, ,3,3,3,2, 
1906739019,1,66,1,1,2,3,1,1,3,1,2,1,1,2, ,3,3,3,2, 
1908954083,1,42,1,1,3,3,2,1,4,1,1,1,5,2, ,3,3,3,2, 
1909249187,1,32,1,1,3,3,2,1,3,1,2,1,1,2, ,3,3,3,2, 
1909276102,1,29,1,1,2,3,1,2,3,1,1,0,5,2, ,3,3,3,2, 
1910285022,1,33,2,1,3,3,1,1,4,1,2,2,4,2, ,3,3,3,2, 
1910285104,1,54,2,1,2,2,1,1,4,1,1,1,2,2, ,3,3,1,2, 
1910623093,1,54,2,1,3,3,1,2,3,1,2,1,5,2, ,3,3,3,2, 
1910623245,1,56,2,1,3,3,1,2,3,1,2,2,1,2, ,2,1,3,2, 
1911059202,1,44,3,1,2,3,1,1,4,1,2,0,5,2, ,3,3,3,2, 
1960392052,1,34,4,2, , ,3,1,3,1,2,0,6,2, ,3,3,3,2, 
2000128073,1,26,1,1,1,1,1,2,3,1,1,0,5,2, ,3,3,3,2, 
2000193013,1,57,1,1,2,1,1,2,3,1,1,0,1,2, ,3,3,2,2, 
1520943051,1,58,2,1,3,3,2,1,3,1,1,0,1,2, ,3,3,2,1,2
2000436126,1,51,1,1,1,2,1,2,3,1,1,0,5,2, ,3,3,3,2, 
2001029066,1,58,2,1,9,2,1,1,3,1,1,1,4,2, ,3,3,3,2, 
2001029210,1,84,2,1,2,2,1,2,3,1,2,0,5,2, ,3,3,2,2, 
2001277165,1,29,2,1,1,2,1,2,3,2,2,0,5,2, ,3,3,3,2, 
1561936133,1,22,4,1,3,1,1,1,1,3,2,0,1,2, ,3,3,3,1,2
2001277244,1,40,2,1,2,2,1,2,3,1,1,0,1,2, ,3,3,3,2, 
2001902032,1,40,2,1,1,3,1,1,3,1,2,1,1,2, ,3,3,3,2, 
2002448104,1,34,3,1,3,3,2,2,1,1,1,0,5,2, ,1,1,3,2, 
2002537049,1,76,3,1,1,1,1,2,3,1,2,0,1,2, ,3,3,3,2, 
2002537072,1,68,3,1,3,2,1,2,3,1,1,0,4,2, ,3,3,3,2, 
1562168382,1,56,4,1,3,3,2,1,1,1,1,0,1,2, ,3,3,3,1,1
2002537185,1,81,3,1,2,2,1,1,3,1,1,0,4,2, ,3,3,2,2, 
2002747024,1,70,3,1,2,1,1,2,5,1,1,1,1,2, ,3,3,3,2, 
2003371123,1,50,3,1,2,2,1,2,3,1,1,1,1,2, ,3,3,3,2, 
1601709102,1,66,1,1,3,3,1,2,3,1,1,1,2,2, ,3,3,3,1,2
2003529041,1,62,2,1,1,2,1,1,3,1,1,0,1,2, ,3,3,3,2, 
1603074028,1,33,2,2, , ,1,2,3,1,2,0,5,2, ,3,3,3,1,2
2060278031,1,14,4,1,3,2,2,2,1,1,1,0,5,2, ,3,3,3,2, 
2060278158,1,21,4,1,3,2,2,2,1,1,1,0,4,2, ,3,3,1,2, 
1604260122,1,72,2,1,3,3,1,1,3,1,1,0,5,2, ,3,3,3,1,2
